lesson,board,fill_lesson,status,detail
Partnership-TwoClub,14,False,clean,
Partnership-TwoClub,15,False,clean,
Partnership-TwoClub,16,False,clean,
Partnership-TwoClub,17,False,clean,
Partnership-TwoClub,18,False,clean,
Partnership-TwoClub,19,False,clean,
Partnership-TwoClub,20,False,clean,
Partnership-TwoClub,21,False,clean,
Partnership-TwoClub,22,False,clean,
Partnership-TwoClub,23,False,clean,
Partnership-TwoClub,24,False,clean,
Partnership-WeakTwos,1,False,biddable,E@t1:X
Partnership-WeakTwos,2,False,clean,
Partnership-WeakTwos,3,False,clean,
Partnership-WeakTwos,4,False,clean,
Partnership-WeakTwos,5,False,clean,
Partnership-WeakTwos,6,False,clean,
Partnership-WeakTwos,7,False,clean,
Partnership-WeakTwos,8,False,clean,
Partnership-WeakTwos,9,False,clean,
Partnership-WeakTwos,10,False,clean,
Partnership-WeakTwos,11,False,clean,
Partnership-WeakTwos,12,False,clean,
Partnership-WeakTwos,13,False,biddable,W@t3:3C
Partnership-WeakTwos,14,False,biddable,W@t1:X
Partnership-WeakTwos,15,False,clean,
Partnership-WeakTwos,16,False,clean,
Partnership-WeakTwos,17,False,clean,
Partnership-WeakTwos,18,False,biddable,E@t3:X
Partnership-WeakTwos,19,False,clean,
Partnership-WeakTwos,20,False,clean,
Partnership-WeakTwos,21,False,clean,
Partnership-WeakTwos,22,False,clean,
Partnership-WeakTwos,23,False,clean,
Partnership-WeakTwos,24,False,clean,
Preempt,1,True,clean,
Preempt,2,True,clean,
Preempt,3,True,clean,
Preempt,4,True,biddable,E@t1:X
Preempt,5,True,biddable,E@t3:X
Preempt,6,True,clean,
Preempt,7,True,competitive_or_passedout,
Preempt,8,True,competitive_or_passedout,
Preempt,9,True,competitive_or_passedout,
Preempt,10,True,clean,
Preempt,11,True,competitive_or_passedout,
Preempt,12,True,competitive_or_passedout,
Reverse,1,True,clean,
Reverse,2,True,clean,
Reverse,3,True,biddable,E@t1:1S
Reverse,4,True,clean,
Reverse,5,True,biddable,E@t1:1D
Reverse,6,True,clean,
Reverse,7,True,biddable,E@t1:1S
Reverse,8,True,biddable,E@t1:2S
Reverse,9,True,clean,
Reverse,10,True,biddable,E@t1:1S
Reverse,11,True,biddable,W@t1:1S
Reverse,12,True,clean,
Reverse,13,True,biddable,E@t1:1H
Reverse,14,True,biddable,W@t1:1S
Roman,1,True,biddable,E@t1:2N
Roman,2,True,clean,
Roman,3,True,clean,
Roman,4,True,clean,
Roman,5,True,clean,
Roman,6,True,clean,
Roman,7,True,clean,
Roman,8,True,clean,
Roman,9,True,clean,
Roman,10,True,clean,
Roman,11,True,biddable,W@t3:3C
Roman,12,True,clean,
Roman,13,True,clean,
Roman,14,True,clean,
Roman,15,True,biddable,E@t1:3S
Roman,16,True,clean,
Roman,17,True,biddable,E@t1:2H
Roman,18,True,biddable,E@t0:4S
Roman,19,True,clean,
Roman,20,True,clean,
SecondHand,1,False,clean,
SecondHand,2,False,clean,
SecondHand,3,False,clean,
SecondHand,4,False,clean,
SecondHand,5,False,clean,
SecondHand,6,False,clean,
SecondHand,7,False,clean,
SecondHand,8,False,biddable,W@t1:1D
SecondHand,9,False,clean,
SecondHand,10,False,biddable,W@t3:1S
SecondHand,11,False,clean,
SecondHand,12,False,clean,
SecondHand,13,False,clean,
SecondHand,14,False,clean,
SecondHand,15,False,clean,
SecondHand,16,False,clean,
SecondHand,17,False,clean,
SecondHand,18,False,clean,
SecondHand,19,False,clean,
SecondHand,20,False,clean,
Signals,1,False,competitive_or_passedout,
Signals,2,False,competitive_or_passedout,
Signals,3,False,competitive_or_passedout,
Signals,4,False,clean,
Signals,5,False,biddable,W@t3:1S
Signals,6,False,competitive_or_passedout,
Signals,7,False,clean,
Signals,8,False,clean,
Signals,9,False,clean,
Signals,10,False,competitive_or_passedout,
Signals,11,False,clean,
Signals,12,False,clean,
Signals,13,False,clean,
Signals,14,False,clean,
Signals,15,False,competitive_or_passedout,
Signals,16,False,clean,
Signals,17,False,clean,
Signals,18,False,clean,
Signals,19,False,clean,
Signals,20,False,competitive_or_passedout,
Squeeze,1,False,clean,
Squeeze,2,False,clean,
Squeeze,3,False,clean,
Squeeze,4,False,competitive_or_passedout,
Squeeze,5,False,competitive_or_passedout,
Squeeze,6,False,clean,
Squeeze,7,False,competitive_or_passedout,
Squeeze,8,False,biddable,W@t9:X
Squeeze,9,False,clean,
Squeeze,10,False,clean,
Squeeze,11,False,clean,
Squeeze,12,False,clean,
Squeeze,13,False,biddable,W@t10:X
Squeeze,14,False,clean,
Squeeze,15,False,competitive_or_passedout,
Squeeze,16,False,clean,
Squeeze,17,False,clean,
Squeeze,18,False,competitive_or_passedout,
Squeeze,19,False,competitive_or_passedout,
Squeeze,20,False,competitive_or_passedout,
Stayman,1,True,clean,
Stayman,2,True,clean,
Stayman,3,True,clean,
Stayman,4,True,clean,
Stayman,5,True,clean,
Stayman,6,True,clean,
Stayman,7,True,clean,
Stayman,8,True,clean,
Stayman,9,True,clean,
Stayman,10,True,biddable,W@t3:X
Stayman,11,True,biddable,E@t5:X
Stayman,12,True,clean,
Stayman,13,True,clean,
Stayman,14,True,biddable,E@t3:X
Stayman,15,True,biddable,E@t3:X
Stayman,16,True,clean,
Stayman,17,True,clean,
Stayman,18,True,clean,
Stayman,19,True,clean,
Stayman,20,True,clean,
Stayman,21,True,clean,
Stayman,22,True,biddable,E@t1:3C
Stayman,23,True,clean,
Stayman,24,True,competitive_or_passedout,
Stayman,25,True,competitive_or_passedout,
Takeout,1,True,competitive_or_passedout,
Takeout,2,True,competitive_or_passedout,
Takeout,3,True,competitive_or_passedout,
Takeout,4,True,competitive_or_passedout,
Takeout,5,True,competitive_or_passedout,
Takeout,6,True,competitive_or_passedout,
Takeout,7,True,competitive_or_passedout,
Takeout,8,True,competitive_or_passedout,
Takeout,9,True,competitive_or_passedout,
Takeout,10,True,competitive_or_passedout,
Takeout,11,True,competitive_or_passedout,
Takeout,12,True,competitive_or_passedout,
Takeout,13,True,competitive_or_passedout,
Takeout,14,True,competitive_or_passedout,
Takeout,15,True,competitive_or_passedout,
Takeout,16,True,competitive_or_passedout,
Takeout,17,True,competitive_or_passedout,
Takeout,18,True,competitive_or_passedout,
Takeout,19,True,competitive_or_passedout,
Takeout,20,True,competitive_or_passedout,
Takeout,21,True,competitive_or_passedout,
Takeout,22,True,competitive_or_passedout,
Takeout,23,True,competitive_or_passedout,
Takeout,24,True,competitive_or_passedout,
Takeout,25,True,competitive_or_passedout,
ThirdHand,1,False,clean,
ThirdHand,2,False,clean,
ThirdHand,3,False,clean,
ThirdHand,4,False,clean,
ThirdHand,5,False,clean,
ThirdHand,6,False,competitive_or_passedout,
ThirdHand,7,False,clean,
ThirdHand,8,False,clean,
ThirdHand,9,False,clean,
ThirdHand,10,False,clean,
ThirdHand,11,False,competitive_or_passedout,
ThirdHand,12,False,competitive_or_passedout,
ThirdHand,13,False,competitive_or_passedout,
ThirdHand,14,False,clean,
ThirdHand,15,False,competitive_or_passedout,
ThirdHand,16,False,competitive_or_passedout,
ThirdHand,17,False,competitive_or_passedout,
ThirdHand,18,False,competitive_or_passedout,
ThirdHand,19,False,clean,
ThirdHand,20,False,biddable,W@t1:1D
Transfers,1,True,biddable,W@t3:X
Transfers,2,True,clean,
Transfers,3,True,clean,
Transfers,4,True,clean,
Transfers,5,True,clean,
Transfers,6,True,clean,
Transfers,7,True,clean,
Transfers,8,True,clean,
Transfers,9,True,clean,
Transfers,10,True,clean,
Transfers,11,True,clean,
Transfers,12,True,clean,
Transfers,13,True,clean,
Transfers,14,True,clean,
Transfers,15,True,clean,
Transfers,16,True,clean,
Transfers,17,True,clean,
Transfers,18,True,clean,
Transfers,19,True,clean,
Transfers,20,True,clean,
Transfers,21,True,clean,
Transfers,22,True,clean,
Transfers,23,True,competitive_or_passedout,
Transfers,24,True,competitive_or_passedout,
Transfers,25,True,competitive_or_passedout,
Trumpmgmt,1,False,clean,
Trumpmgmt,2,False,clean,
Trumpmgmt,3,False,clean,
Trumpmgmt,4,False,clean,
Trumpmgmt,5,False,clean,
Trumpmgmt,6,False,clean,
Trumpmgmt,7,False,clean,
Trumpmgmt,8,False,biddable,W@t1:1S
Trumpmgmt,9,False,clean,
Trumpmgmt,10,False,clean,
Trumpmgmt,11,False,biddable,W@t1:1S
Trumpmgmt,12,False,clean,
Trumpmgmt,13,False,clean,
Trumpmgmt,14,False,clean,
Trumpmgmt,15,False,clean,
Trumpmgmt,16,False,biddable,W@t3:X
Trumpmgmt,17,False,clean,
Trumpmgmt,18,False,clean,
Trumpmgmt,19,False,clean,
Trumpmgmt,20,False,clean,
Weak2,1,True,biddable,W@t1:X
Weak2,2,True,clean,
Weak2,3,True,biddable,W@t1:3H
Weak2,4,True,biddable,E@t1:2S
Weak2,5,True,clean,
Weak2,6,True,biddable,E@t1:X
Weak2,7,True,clean,
Weak2,8,True,competitive_or_passedout,
Weak2,9,True,clean,
Weak2,10,True,clean,
Weak2,11,True,clean,
Weak2,12,True,clean,
Weak2,13,True,clean,
Weak2,14,True,clean,
Weak2,15,True,competitive_or_passedout,
Weak2,16,True,clean,
Weak2,17,True,biddable,W@t2:2H
Weak2,18,True,clean,
Weak2,19,True,clean,
Weak2,20,True,clean,
